,reviews_title,char_count,word_count,sentiment
1229,incredible start horrible finish,35,4,Positive
1231,solid 885,13,2,Positive
1232,horrifying fantastic,26,3,Positive
1233,entertaining flawed,25,3,Positive
1235,unexpected hit,17,2,Positive
1236,go history one best,44,10,Positive
1237,good memorable,24,4,Positive
1239,best film year,23,5,Positive
1240,,16,4,Positive
1241,overrated show ever,26,4,Positive
1243,overrated,11,1,Positive
1245,original compelling,25,3,Positive
1247,genocide denounce genocide horrifying overreaching bold,67,9,Positive
1248,definitely hype substance,37,5,Positive
1249,overhyped typical netflix series,34,4,Positive
1250,amazing,9,1,Positive
1254,good hype,27,6,Positive
1257,good one best death stories howd get popular,76,15,Positive
1258,fantastic,12,1,Positive
1259,really enjoyed every minute show,44,8,Positive
1260,great exciting,20,3,Positive
1261,worth sticking,22,3,Positive
1262,apathy greatest disease growing concern,54,9,Positive
1267,best tv show ever watched,34,7,Positive
1268,loved,10,2,Positive
1270,must watch,12,2,Positive
1272,deserves 10 giving 9 stars bc vips,56,13,Positive
1273,rough great representation world,46,7,Positive
1274,nothing exceptional still watchable violence,55,7,Positive
1278,amazing,10,1,Positive
1281,finest webseries,22,3,Positive
1282,great show ending wasnt best however would still recommend,68,10,Positive
1285,good overrated,20,3,Positive
1287,emotionally degrading,23,2,Positive
1288,great watch,13,2,Positive
1290,love,10,2,Positive
1292,easy watch,12,2,Positive
1294,beautifully made,18,2,Positive
1296,exciting show,18,3,Positive
1298,regret,22,4,Positive
1299,overhyped,11,1,Positive
1301,cliche overhyped overrated,36,5,Positive
1302,one best time,29,7,Positive
1303,good better shows area,48,9,Positive
1304,one best show ive ever seen,37,8,Positive
1306,korean version black mirror hunger games,46,7,Positive
1308,get hype still,22,5,Positive
1309,kind overhyped still good,32,5,Positive
1310,meh try hard good,28,7,Positive
1314,amazing show,15,2,Positive
1315,blast watch mixed disappointment,44,7,Positive
1316,easily 1010,16,3,Positive
1317,best web series,20,4,Positive
1318,story characters,19,2,Positive
1320,point police officer frontman host brother,66,11,Positive
1321,amazing show definitely worth experiencing,44,5,Positive
1322,fav part red light green light,33,6,Positive
1323,bravo,10,1,Positive
1325,alright doesnt deserve hype,40,6,Positive
1326,meh,6,1,Positive
1327,creepy enough answers,36,6,Positive
1329,overrated,11,1,Positive
1330,want season 2,17,4,Positive
1332,strong show,18,3,Positive
1333,squids laaaaaaaaaaaaaaaaaaaaaaaaaame,43,3,Positive
1335,loved masterpiece edit vips needed,55,9,Positive
1336,makes question daily life,35,6,Positive
1337,need 2nd season,17,3,Positive
1338,everyone consumption,31,4,Positive
1339,promising doesnt quite deliver,39,5,Positive
1341,hypes misleading,22,3,Positive
1342,never underestimate te power big groups,44,7,Positive
1343,keeps edge seat kind show,49,11,Positive
1344,take time fly think stuff life,65,13,Positive
1345,average series,24,4,Positive
1346,great,15,2,Positive
1347,moments,21,4,Positive
1348,willing take chance,35,7,Positive
1349,best description uncomfortably genius quite disturbing,63,7,Positive
1350,nice show,27,6,Positive
1351,based anime,19,4,Positive
1353,amazing show humanity friendship betrayal comedy,54,6,Positive
1354,ending rubbish,23,4,Positive
1355,good til epidode 8,27,6,Positive
1360,donghyuk new kubrick,31,5,Positive
1363,shed manly tears,20,4,Positive
1365,concept old worth watching,35,6,Positive
1367,made cry,13,3,Positive
1368,overrated,11,1,Positive
1372,mind blowing,14,2,Positive
1376,overhyped,12,1,Positive
1377,great vips arrived,34,6,Positive
1378,wouldve excellent watched alice borderlands,64,10,Positive
1379,great show,12,2,Positive
1383,great show refreshing concept,38,6,Positive
1386,sure feel,22,5,Positive
1387,entertaining,19,2,Positive
1388,human behavior real protagonist plot backdrop,66,11,Positive
1389,season 2,11,2,Positive
1393,amazing show,14,2,Positive
1397,even close masterpiece people make,50,9,Positive
1398,alice borderland lovers step,39,6,Positive
1401,best netflix show,19,3,Positive
1404,master pace,15,3,Positive
1407,amazing korean tv shows future,42,7,Positive
1410,brilliant show,23,4,Positive
1411,phenomenal start,21,2,Positive
1412,recommend,11,1,Positive
1413,low class series,18,3,Positive
1414,definitely one time watch,29,5,Positive
1415,incredible incredible,29,3,Positive
1416,noise,21,4,Positive
1417,outstanding series full emotions thrilling moments,61,8,Positive
1419,perfect dystopia,22,3,Positive
1423,great movie,14,2,Positive
1424,doesnt worth hype,24,4,Positive
1425,brilliant masterpiece,24,2,Positive
1428,best korean film,18,3,Positive
1430,series seriously gem,30,5,Positive
1432,6 superb episodes 3 last ones crap,41,8,Positive
1433,lots emotions,18,3,Positive
1435,,4,1,Positive
1438,many options,19,3,Positive
1440,almost perfect,16,2,Positive
1441,uncut gems meets parasite meets eyes wide shut meets battle royale meets platform,87,14,Positive
1443,literally almost perfect,26,3,Positive
1446,brilliant show please watch korean,54,9,Positive
1447,first six episodes gold glass shatters underneath,76,13,Positive
1448,good one issue,20,4,Positive
1452,great show disappointing ending,37,5,Positive
1453,must watch series,19,3,Positive
1455,last two episodes could onetoo lengthy interval,72,11,Positive
1456,anime people havent watched anime,44,7,Positive
1457,overrated,11,1,Positive
1458,absolutely great show masterpiece,41,5,Positive
1460,legendary series,34,5,Positive
1462,fun great binge,24,5,Positive
1463,one best web series,28,6,Positive
1464,fine,11,2,Positive
1466,worth watch,15,3,Positive
1470,entertaining,15,1,Positive
1471,well done,12,2,Positive
1472,everything perfect almost,29,3,Positive
1473,almost perfect,16,2,Positive
1474,real picture human beings,30,5,Positive
1475,sad story,13,3,Positive
1476,disturbing,12,1,Positive
1480,show vips dusty though,37,7,Positive
1482,great,9,2,Positive
1483,rubbish,10,1,Positive
1487,whole nother level deadlygame dramas,44,7,Positive
1488,overrated,11,1,Positive
1489,overrated,14,2,Positive
1490,overrated,11,1,Positive
1491,love,9,2,Positive
1494,beautiful unpleasant,26,3,Positive
1495,excellent,11,1,Positive
1496,mindblowing,17,1,Positive
1498,thrlling bone chilling nailbiting,41,5,Positive
1499,want second third fourth season please,55,11,Positive
1503,masterpiece gore secondary,35,5,Positive
1504,little bit little bit,44,10,Positive
1507,loved,11,2,Positive
1509,love,12,3,Positive
1510,episodes 16 great rest werent,43,7,Positive
1511,attention grabbing,30,3,Positive
1513,really great show minor hiccups,46,8,Positive
1515,one best series vips,52,10,Positive
1516,way good,14,3,Positive
1517,binge worthy,14,2,Positive
1518,amazing series,16,2,Positive
1519,amazing,9,1,Positive
1521,amazing web series webseries deserve everything,54,7,Positive
1522,great show,12,2,Positive
1527,best show ever,16,3,Positive
1528,wontherfull,13,1,Positive
1529,excellent,11,1,Positive
1531,best series 2021,21,4,Positive
1536,overall amazing show logical nonsenses,50,7,Positive
1537,ppl complaining vips hilarious,48,8,Positive
1540,barely fell short masterpiece,42,7,Positive
1541,worth hype,20,4,Positive
1542,overrated asf,15,2,Positive
1545,well,6,1,Positive
1546,nice,6,1,Positive
1552,amazing,9,1,Positive
1553,great movie,15,3,Positive
1554,blabla,8,1,Positive
1557,confusing drama like get award,45,8,Positive
1559,overrated,11,1,Positive
1561,thrilling exiting show good plot twists,55,9,Positive
1562,allaround,17,2,Positive
1563,brilliant,11,1,Positive
1565,brilliant thriller,20,2,Positive
1566,great show,13,2,Positive
1567,great series start finish,35,6,Positive
1568,one word extraordinary,24,3,Positive
1569,one word extraordinary,24,3,Positive
1571,general review message,26,4,Positive
1573,bloody think show fantastic didnt like ending though,90,17,Positive
1575,one best series ever come across,48,10,Positive
1576,overrated,11,1,Positive
1577,japanese copy lord,25,4,Positive
1578,overrated woow serie,31,5,Positive
1581,original gift south korea thank u,43,8,Positive
1583,gripping exciting,27,3,Positive
1585,,6,1,Positive
1586,original creative go watch,37,6,Positive
1587,last episode major let,29,5,Positive
1588,great,7,1,Positive
1589,worth watch,16,3,Positive
1590,8510,8,1,Positive
1591,excellent,11,1,Positive
1592,battle royale overhyped childplay,35,4,Positive
1593,live hype,30,7,Positive
1594,surprisingly good,20,2,Positive
1600,job well done,17,3,Positive
1601,flawed series great early moments,47,8,Positive
1603,great show,23,5,Positive
1605,excellent series bad ending,31,5,Positive
1606,overhyped piece trash,26,4,Positive
1608,hunger games steroids,26,4,Positive
1609,wtf,5,1,Positive
1610,excellent show leave wanting,44,7,Positive
1611,people around world talk much worth,73,15,Positive
1612,absolutely amazing mind blowing every step way,59,9,Positive
1616,quality drama,15,2,Positive
1620,rare gem,12,3,Positive
1621,postdictive programming,25,2,Positive
1622,solid characters way predictable,42,6,Positive
1624,ehh,6,1,Positive
1625,best show 2021,21,5,Positive
1626,bingeworthy,13,1,Positive
1627,shocking dubbed mr bean bedroom,43,8,Positive
1630,somewhat decent show far cinematic master piece,66,11,Positive
1631,honest review,19,3,Positive
1633,must watch korean series,28,5,Positive
1636,captivating gory critique capitalism,47,7,Positive
1637,hunger games parasite,44,7,Positive
1639,twisted intriguing,25,3,Positive
1642,overrated,11,1,Positive
1643,great,16,3,Positive
1644,masterpiece,13,1,Positive
1645,one best series long time,39,9,Positive
1646,overrated okay,21,3,Positive
1649,dream horror fans,26,5,Positive
1650,show adds morals captivating,37,6,Positive
1651,buildup vips ruin,49,10,Positive
1653,great somewhat disturbing cant stop watching,62,10,Positive
1654,worth hype,20,4,Positive
1655,overhyped,14,2,Positive
1656,watched one day,20,4,Positive
1657,bit ultra violence,29,6,Positive
1658,excelent,10,1,Positive
1659,overrated,11,1,Positive
1661,end,12,2,Positive
1662,watch show,33,7,Positive
1663,best thing watched recent years,42,8,Positive
1664,dissapointing,15,1,Positive
1665,amazing end,23,4,Positive
1666,outstanding,14,1,Positive
1668,well worth watching,21,3,Positive
1669,vips,9,2,Positive
1672,cult classic,14,2,Positive
1673,overrated,11,1,Positive
1674,expectation,24,3,Positive
1675,repetitious beyond 1st episode,36,5,Positive
1676,sign universe,26,5,Positive
1677,great,10,1,Positive
1678,great,10,1,Positive
1679,vips acting good proof,28,5,Positive
1680,good general,21,4,Positive
1683,done beforebetter,40,5,Positive
1685,awesome,10,1,Positive
1686,may cause psychological damage young people,48,7,Positive
1688,perfect entertaining,49,9,Positive
1692,great show,16,3,Positive
1696,worth hype,21,4,Positive
1697,good scenes really necessary,50,8,Positive
1698,amazing acting,17,2,Positive
1699,enjoyable overrated seriously flawed,47,6,Positive
1700,overrated still good,31,5,Positive
1701,great show,13,2,Positive
1703,well worth watchbut advisories,43,6,Positive
1704,good show episode 7,32,6,Positive
1705,worth bingewatching,23,2,Positive
1708,great show overall,21,3,Positive
1709,trivial,17,2,Positive
1710,sensational many production errors,43,6,Positive
1711,one best series 2021,32,7,Positive
1712,keeps edge seat,27,6,Positive
1713,overrated series,18,2,Positive
1715,blue danube whole new meaning,41,8,Positive
1717,eye watering,14,2,Positive
1718,wonderful loved every bit,38,7,Positive
1720,great show,13,2,Positive
1721,entertaining,14,1,Positive
1722,eyes hurt,14,3,Positive
1726,overrated,11,1,Positive
1727,awesome,10,1,Positive
1728,good entertaining series,31,4,Positive
1730,extremely overrated,21,2,Positive
1731,fantastic,17,2,Positive
1733,conflicted,12,1,Positive
1735,perfect still great,29,5,Positive
1736,hesitate watch,33,6,Positive
1738,genius,8,1,Positive
1739,best show,11,2,Positive
1742,fantastic series,20,3,Positive
1743,loving,10,2,Positive
1744,finally good show,19,3,Positive
1747,kaiji ultimate survivor,25,3,Positive
1748,almost 1010,14,2,Positive
1749,visually appealing new,32,5,Positive
1751,korean tv shows amazing,32,5,Positive
1752,overrate,10,1,Positive
1754,highly recommended,20,2,Positive
1756,owesome,17,3,Positive
1757,best kdrama 2021,21,4,Positive
1759,super great exciting series,40,6,Positive
1761,confused show,27,4,Positive
1762,overrated,11,1,Positive
1763,bloody excellent,18,2,Positive
1765,pretty solid storyline,24,3,Positive
1768,must watch movie,18,3,Positive
1771,one best mind blowing drama series ive ever seen,59,11,Positive
1773,farfetched story,21,2,Positive
1774,great good,20,4,Positive
1775,best,6,1,Positive
1776,need season 2,17,4,Positive
1777,excellent making thrilling,32,4,Positive
1778,awesome series,16,2,Positive
1779,great series,14,2,Positive
1782,067 step,20,5,Positive
1783,story things good concept new one web series world,84,18,Positive
1784,animesquid,19,2,Positive
1786,disturbing movie,27,4,Positive
1787,sequela,15,2,Positive
1790,brilliant,16,2,Positive
1791,series shows money powerful,42,7,Positive
1792,best series,13,2,Positive
1794,pretty amazing,16,2,Positive
1796,overall pretty good fades away end loopholes,68,13,Positive
1797,great film,12,2,Positive
1798,best korean netflix drama kingdom,41,6,Positive
1799,pitfalls made irritating,33,5,Positive
1800,gripping consistently engaging,36,4,Positive
1802,full masterpiece blockbuster series 2021,45,6,Positive
1804,viral,7,1,Positive
1805,perfect,9,1,Positive
1806,amazing end soo excited,37,7,Positive
1807,wowworthy,13,1,Positive
1809,amazing,30,5,Positive
1810,,12,2,Positive
1812,great thriller series,25,4,Positive
1813,analysis show everyone,51,10,Positive
1814,amazing,10,1,Positive
1815,literally mind blowing show,30,4,Positive
1816,depressed,20,4,Positive
1817,episodes best till last one,41,8,Positive
1818,ok nice one netflix,21,4,Positive
1822,story choreography,22,3,Positive
1823,masterpiece vips irrelevant,37,5,Positive
1824,2010,7,1,Positive
1825,amazing show bingeworthy,27,3,Positive
1826,bit overrated,17,3,Positive
1827,great moments,24,4,Positive
1828,fantastic show,16,2,Positive
1829,mind blowing series,31,5,Positive
1830,plagiasm,10,1,Positive
1833,fantastic,11,1,Positive
1834,shocked,9,1,Positive
1835,brilliant,11,1,Positive
1836,disturbing intriguing entertaining,42,4,Positive
1837,great show,12,2,Positive
1839,hearttouchingemotional twisted tooooooooo good story,60,6,Positive
1841,ending disappointed,28,4,Positive
1843,suspence triller dynamic,30,4,Positive
1846,binge worthy,14,2,Positive
1847,amazing series,17,2,Positive
1848,powerful,11,1,Positive
1853,film didnt make disappointed,38,6,Positive
1854,story trust relationship,38,6,Positive
1858,masterpiece,19,2,Positive
1859,recommended,14,1,Positive
1861,financial,26,4,Positive
1862,great,19,4,Positive
1866,surprising,12,1,Positive
1867,overall enjoyed,22,4,Positive
1868,could solid 8,31,7,Positive
1869,youll lose brain cells watching,40,6,Positive
1872,nothing amazing,21,3,Positive
1873,binged one night,24,5,Positive
1874,really love,18,4,Positive
1875,started great let end,43,9,Positive
1877,modern literature,21,3,Positive
1878,engaging show,16,2,Positive
1879,fantastically horrific,24,2,Positive
1882,great show messed,34,7,Positive
1883,fantastic show,19,2,Positive
1884,binge worthy gorefest amazing characters,47,6,Positive
1885,exciting original series,30,4,Positive
1886,story morals hypocrisy,36,6,Positive
1887,gripping,10,1,Positive
1888,gripping,10,1,Positive
1889,best capture humanist heart,33,5,Positive
1890,one best shows recently come,44,9,Positive
1895,good one,10,2,Positive
1896,interesting story suspense easy predict next,65,11,Positive
1898,totally disappointed reviews,48,7,Positive
1900,fantastic,12,1,Positive
1901,korean version hunger games,35,5,Positive
1902,copycat,10,1,Positive
1904,help,6,1,Positive
1906,disappointed,14,1,Positive
1907,best serie moment,30,6,Positive
1908,good emotionally draining,36,5,Positive
1909,absolutely loved,21,3,Positive
1910,great serie,13,2,Positive
1911,watch,14,3,Positive
1916,uncle dead,18,4,Positive
1919,overrated korean dramatic adventurousish series,58,7,Positive
1920,great show 1010,19,3,Positive
1921,biasa aja,11,2,Positive
1922,intacto 2001 spanish film inspiration,42,5,Positive
1923,korean hungergames copy,25,3,Positive
1925,mix parasite platform,39,6,Positive
1927,great show,17,3,Positive
1928,amazing show great acting protagonists,48,7,Positive
1930,fabulous,10,1,Positive
1932,amazing series,16,2,Positive
1933,awesome actors south korea,46,5,Positive
1934,never ever gave something 1010,52,10,Positive
1935,1010 vips,20,4,Positive
1937,thoughtprovoking fastpaced drama everything offer,64,8,Positive
1939,extremely well directed thriller,34,4,Positive
1941,worth buzz,20,4,Positive
1942,amazing,9,1,Positive
1943,overrated comedy drama show adults,46,7,Positive
1944,great bonita,14,2,Positive
1945,probably best death show,35,6,Positive
1948,overrated,13,1,Positive
1949,bloody good,13,2,Positive
1950,binge watched entire season one go,44,8,Positive
1951,tasteless illegal achievements,32,3,Positive
1952,absolutely amazing,20,2,Positive
1953,great show,12,2,Positive
1954,great job korean director,32,5,Positive
1955,disappointingly mundane,25,2,Positive
1956,adhshsjdbbsjsbsbdb,20,1,Positive
1957,addictive season doubted first could stop watching,64,10,Positive
1958,amazingliterally mind blowing,36,3,Positive
1959,worth watch,22,5,Positive
1961,,5,1,Positive
1963,awesome,10,1,Positive
1965,amazing,9,1,Positive
1969,overrated,12,1,Positive
1972,overhype central needs negative reviews bad,60,9,Positive
1974,keeps edge seat,37,8,Positive
1975,best web series ever seen,34,7,Positive
1976,love,9,2,Positive
1979,overrated,11,1,Positive
1981,tarantino shot major stroke,50,10,Positive
1982,season two ruined happy ending,37,6,Positive
1983,great show entertain,27,5,Positive
1984,best korean serie,24,4,Positive
1985,ok best rated,34,8,Positive
1987,best dram,11,2,Positive
1988,twist player 001 unexpectable,40,6,Positive
1989,life,14,3,Positive
1993,full excitement enthusiasm loved much,60,11,Positive
1994,great filmmaking bad storytelling,36,4,Positive
1996,pure evil masterpiece,34,6,Positive
1997,unique,12,2,Positive
1998,awesome,9,1,Positive
2001,thoroughly enjoyed,20,2,Positive
2002,disturbing,12,1,Positive
2003,grazing majesty,21,3,Positive
2004,overrated,11,1,Positive
2006,overrated yet compelling,26,3,Positive
2008,hate main character,25,4,Positive
2009,extensive violent scenes reason,40,6,Positive
2010,love series,20,4,Positive
2013,good plot addicted slightly confused,45,6,Positive
2014,bingeable extremely overhyped definitely amazing,63,8,Positive
2015,amazing,14,2,Positive
2016,good say,25,6,Positive
2017,strange success,17,2,Positive
2019,great show,12,2,Positive
2023,really true correct,29,5,Positive
2024,overhyped,16,2,Positive
2026,loved part,28,6,Positive
2028,hint classic music,27,5,Positive
2029,easily impressed,34,5,Positive
2030,love great moral messages,31,5,Positive
2031,engaging,10,1,Positive
2032,perfect missing key things,38,7,Positive
2034,doesnt stick landing,27,4,Positive
2035,simple plot great execution,29,4,Positive
2036,bruh,6,1,Positive
2040,squeamish,23,4,Positive
2041,highly overrated,22,3,Positive
2043,epic win,15,3,Positive
2044,basic story,13,2,Positive
2045,amazing,9,1,Positive
2046,adrenaline rush,17,2,Positive
2047,overhyped series,18,2,Positive
2049,loved,10,2,Positive
2050,see 81 rating ts strong 70,48,10,Positive
2052,entertaining,15,1,Positive
2054,disturbing bizarre,24,3,Positive
2056,brilliant last half hour,36,6,Positive
2057,morbidity marketing,21,2,Positive
2059,squirm gamejust awf,22,3,Positive
2063,cool korean hunger games,26,4,Positive
2066,wowtotally binged one,32,4,Positive
2072,excellent,11,1,Positive
2073,cast list,13,2,Positive
2074,hate,8,2,Positive
2076,best lipsync ive ever seen,29,5,Positive
2077,surprise,17,3,Positive
2078,lacking depth struggle finish 8 episodes,49,9,Positive
2079,top class show,16,3,Positive
2081,good idea sooooo slow predicatable,45,7,Positive
2087,intense show,15,2,Positive
2089,perfect every way except vips,43,8,Positive
2090,overhyped,11,1,Positive
2094,definition overhyped,31,4,Positive
2095,way expectation,32,6,Positive
2096,zzz,5,1,Positive
2097,extremely depicted corrupted desire capital,55,8,Positive
2098,excellent drama binge worthy,32,4,Positive
2099,main character ruins show,31,5,Positive
2100,first korean drama damn good hell,51,10,Positive
2101,great bingewatching,22,2,Positive
2102,,6,1,Positive
2105,good show english subtitle kinda ruin people,71,13,Positive
2106,mindblowing,13,1,Positive
2107,awesome series,16,2,Positive
2108,unique run,15,3,Positive
2109,never unsee,24,5,Positive
2112,one best original shows come,46,9,Positive
2113,sometimes hype makes better truly,49,9,Positive
2115,madness real,18,3,Positive
2117,awesome show,14,2,Positive
2118,show cannot fault,33,7,Positive
2123,fantastic together,30,4,Positive
2124,worth time,17,3,Positive
2125,good idea series couple loose ends,46,9,Positive
2126,miss creativity,24,4,Positive
2128,watch hollywood,21,3,Positive
2129,aesome,8,1,Positive
2131,great plot,12,2,Positive
2132,brilliant flawed,22,3,Positive
2134,exciting overhiped korean web series,45,7,Positive
2137,nice show entirely beliavable,40,6,Positive
2138,great korean show,21,4,Positive
2139,edge seat,19,4,Positive
2140,fantastic show,27,5,Positive
2141,surprisingly good horror story,34,5,Positive
2142,could perfect,26,4,Positive
2144,masterpiece,13,1,Positive
2145,fantastic watch korean well,40,8,Positive
2147,great show,20,3,Positive
2148,hypocritical real deathgame show,50,8,Positive
2150,fun watch dont get memes media coverage,63,12,Positive
2151,show worth time,33,6,Positive
2152,overwhelming,19,2,Positive
2153,didnt disappoint even inordinate amount hype,57,8,Positive
2156,mindblowing,13,1,Positive
2158,amazing,9,1,Positive
2159,surprising,12,1,Positive
2160,amazing social commentary viewers real vips,64,10,Positive
2163,perfect aint much,29,5,Positive
2164,respect time,21,4,Positive
2165,next season,13,2,Positive
2167,,11,2,Positive
2169,amazing,9,1,Positive
2170,bingeable,11,1,Positive
2172,one best movie kind,36,8,Positive
2173,loved,18,3,Positive
2174,slow,11,2,Positive
2179,insane,9,1,Positive
2180,exciting,10,1,Positive
2181,almost perfect,19,2,Positive
2182,superb,8,1,Positive
2185,one best shows netflix period,43,8,Positive
2187,korean cinema still overall immature overhyped,55,8,Positive
2189,surprisingly good movie,26,3,Positive
2190,moderate,10,1,Positive
2191,slow,6,1,Positive
2192,trope weve seen,53,11,Positive
2194,great surprise,16,2,Positive
2196,fantasy,19,3,Positive
2199,great acting story apart skyrim npcs,51,9,Positive
2201,overrated series,18,2,Positive
2203,great show horrible ending,35,6,Positive
2204,overrated series,21,3,Positive
2205,growing,9,1,Positive
2206,terrible overhyped,21,2,Positive
2208,worth binge,18,3,Positive
2210,emotional rollercoaster,25,2,Positive
2213,overrated show,24,4,Positive
2214,parasite meets hunger games meets hostel meets cube,57,9,Positive
2218,great show,14,2,Positive
2219,outclass performance,22,2,Positive
2221,hell rollercoaster ride,32,6,Positive
2222,amazing,9,1,Positive
2223,really good episode 7,32,6,Positive
2224,amazingly entertaining,24,2,Positive
2225,amazing,9,1,Positive
2226,one best recent netflix shows switch korean audio,64,11,Positive
2227,one best shows ive ever seen,38,8,Positive
2229,phenomenal,13,1,Positive
2230,unlike anything ive ever watched,35,5,Positive
2232,trash want 8 hours life back,44,10,Positive
2235,,6,1,Positive
2238,life lesson life money wealth,54,11,Positive
2239,ending strongly suggesting serious 2 yay,44,7,Positive
2240,absolute masterpiece,22,2,Positive
2241,masterpiece,14,1,Positive
2242,watch,11,2,Positive
2244,slow average storyline,28,4,Positive
2245,masterpiece,13,1,Positive
2246,absolutely brilliant,23,2,Positive
2249,script writer drank half way director gave company end,75,14,Positive
2251,recommended,13,1,Positive
2252,absolutely beautiful series,29,3,Positive
2253,overhyped good,20,3,Positive
2254,questioning humanity,29,3,Positive
