,reviews_title,char_count,word_count,sentiment
2091,vips gotta go,15,3,Negative
2092,wellmade personas boring finish,35,4,Negative
2093,boring predictable,24,3,Negative
2103,got hooked,14,3,Negative
2104,outrageous,12,1,Negative
2110,movie make curious,32,6,Negative
2111,dont get,15,4,Negative
2114,everything predictable,27,3,Negative
2116,dont understand hype,29,5,Negative
2119,maybe dont watch public,32,6,Negative
2120,cliche one line story shallow,36,5,Negative
2121,really good,25,5,Negative
2122,script dummies,25,4,Negative
2127,havent hooked,37,7,Negative
2130,terrible,10,1,Negative
2133,left empty feeling,28,5,Negative
2135,got awestruck moment got sunk plotholes,68,14,Negative
2136,terribly predictable,22,2,Negative
2143,make feel gross watch anyway,58,11,Negative
2146,good,6,1,Negative
2149,fing overrated watch nothing else,63,12,Negative
2154,everyone complaining vip acting,46,7,Negative
2155,end could better,21,4,Negative
2157,good please need s2,36,8,Negative
2161,good idea scenario disappointing,41,6,Negative
2162,predictable,18,2,Negative
2166,cant miss premise lost translation,48,8,Negative
2168,overhyped boring,23,3,Negative
2171,review,11,2,Negative
2175,waste time,15,3,Negative
2176,ok,4,1,Negative
2177,good 1010,15,3,Negative
2178,bad lip sync,14,3,Negative
2183,weak logic,12,2,Negative
2184,plot hole,11,2,Negative
2186,worst show netflix,23,4,Negative
2188,weeks still cant forget show,52,10,Negative
2193,derivative obvious dull,28,3,Negative
2195,westworld,11,1,Negative
2197,much hype payoff,25,5,Negative
2198,nice idea,17,3,Negative
2200,worst acting ever,20,3,Negative
2202,wow,5,1,Negative
2207,korean audio must,22,4,Negative
2209,mehinteresting premise poor execution,43,4,Negative
2211,diamond rough korea,36,7,Negative
2212,terrible acting many plot holes,37,6,Negative
2215,ridiculous,12,1,Negative
2216,good show ending fell short,33,6,Negative
2217,good start disappointing ending useless mc,58,10,Negative
2220,worst series ever watched,38,7,Negative
2228,critical series acting vips sucks,51,9,Negative
2231,worst serie ever,19,3,Negative
2233,rubbish senseless worst ever content internet,52,7,Negative
2234,wasted potential,18,2,Negative
2236,predictable plot worth much hype,44,7,Negative
2237,best kdrama world cant wait season 2,52,11,Negative
2243,great storyline bad acting,32,5,Negative
2247,boring,8,1,Negative
2248,disappointing uneventful,30,3,Negative
2250,second boredom tv show,45,10,Negative
