,user_name,reviews_title,user_reviews,rank
278,fonnyhariyanto," you should watch until the last episode
","Netflix's Squid Game Is AN Outstanding Korean Show With Death Defying Games And A Ultimate Game Changer. With All The Buzz About This Show. The Story, Weirdness, Heart, Relatable Characters And Its 6 Death Games To Overcome But One Person Left To Win BILLIONS. Makes This Show Not A Doubt To Watch. I WAS INVESTED FROM THE BEGINNING AND STRANGLY HOOKED TIL THE VERY END. Fingers Cross For A S2. A HIGHLY RECOMMEND Show On Netflix.",8
279,napchier," Would be 10/10 if only...
","This is a must watch. It speaks for itself. It's violent yes, but the characters are alive with plenty of personality. Pure quality. Perfect storyboarding and addictive. Yes, the weakest part is the WIPs but the rest is perfect.",1
280,jon_hsieh," Great start, bad finish.
",NAN,9
281,yooniverse," Shockingly good thriller, ending a bit weak
",If you are looking for a happy ending look elsewhere. The ending was meeeeeh but just give it a try. Great acting here.,10
282,yeolit," Shallow plot seemingly mimicked from other series
",One of the best shows I've watched! Everyone of the actors was so so good.,8
283,BabySharkDoDoDie," 🦑Bloody🌈Colorful👩
","It's hard to understand the killing by numbers appeal - it's expressive and shocking and bizarre, but mass-murder is mass-murder. Whatever the plot, it's just unnecessary and fairly uninventive after first shot - once you understand the game rules and one person breaks them and gets shot, the rest is the same dull murderous routine for another 5 minutes.At the same time it's hard to sympathise thieves and gamblers - their lifestyle is by no means a death verdict, but they're not a relatable bunch either. Plus the acting is terrible, maybe save the old man, the Indian guy and the masked folks as long as they're wearing the masks.Cinematography good though, and maybe there's a great reveal up ahead - but I'm very reluctant to go past episode 3 for the reasons above.",4
284,ashishbgm," Writer and Director of this show are psychopath
",Sangh wu offered and showed compassion when he didn't had to(HELPING ALI) and He played him when he had to.SETU.,7
285,spainahmad," Probably the best show in 2021!
",NAN,10
286,numenorsniper-66396," An amazing series, wow!
",NAN,6
287,mertafor," Top notch show
",NAN,8
288,natemansur," Not good
","Koreans now to the Emmy awards. Great, surprising.But ending is disappointing. Maybe It's because of there's another season ..",5
289,11ovz11," This was fun!
","This Korean series is a poor, lame adaptation and actualization into a bloody pop Korean culture context, of a short story (""El premio"", The prize) by Julio Cortázar. Only in a iliterate culture such as actual you can explain why people became fans of such a lame tv series. If you hace read Cortázar's shor5t story, you will know immediatlñy that that's the major spoiler you can recieve from this schow.",9
290,brainsmasher-66," And now for something different?
","Last century misogyny, foul language, ageism, casual racism, greed and despair - basically everything that's wrong with South Korea today, and which would be outright rejected if this was a Hollywood/Western production. It's amazing how a few bits of cheap brightly coloured scenery and silly costumes can get people excited about what is a very old and trite concept. Yawn.",10
291,rallder19," What the hell was this..?
","It is worth watching.The first season was awesome. Interesting concept. The problem is, that a lot of it is predictable.",10
292,ilpo-surokivi," Not for the squeamish
","I watched two episodes and I had enough. There's nothing here, terrible acting, unoriginal concept (I've seen a half dozen movies that resemble this series). I honestly do not understand what the hype is about, the only thing I can guess is that the producers and Netflix paid a huge amount of money to market this show. I see a LOT of Stanley Kubrik wanna be here, from the masks (Eyes Wide Shut), the music (On the Beautiful Blue Danube) the surrealism (The Shining), the gore (A Clockwork Orange), and there is nothing wrong with being influenced or even try to imitate art, however this series is simply too weak and Kubrik's imitation is a failure in my opinion. If anyone is impressed by this then they must be watching reality TV all day long.",5
293,ThatAnimeSnob," A dumb variant of death games
","This Korean drama shows up Hollywood in every way. By the third episode, the viewer is totally immersed in the characters' struggles, because this is just good writing. Each character is more and less than they appear to be. We have fascinating and necessary back stories, which make the action incredibly poignant. This is not, as many critics have claimed, a gory show. It's no more violent than something like Game of Thrones. Less so, as the main violence is people being dispatched by gunfire. I do think the last few episodes weren't as good as the first ones, but I suspect they're planning a follow-up season, so much was left unexplained. Great show that really explores human nature, both the good and the bad.",2
294,jonathan1995-746-926939," Liked this one a lot
","Not in the same league as a lot of korean stuff,its a steady series thats about it,most of the caracters in it are as dumb and thick as dogs💩,and it dose'nt take no working out whats going to happen at the end.",7
295,computer2computer," A tip, more than its being a review
",I watched this because everyone else already had. And it was supposed to be ground breaking.It is far too long. I was just sitting there waiting for the next game to begin. Would have been better as a movie. The bad ending didn't help.I had to resist the urge a couple of times to fast-forward to the last episode. How it became so popular I have no idea. But it was alright.,10
296,premmgor," Movie Premyy Honest Review
",NAN,6
297,shirlone," could have been better
",Overrall it is a good show and the only concern i had was the acting it felt so cringy and annoying at the same time and i skipped so many scenes bcz of very poor acting.,10
298,rrkawase," Hunger games revisited
",NAN,10
299,Zerbey," Thought provoking.
","I saw this drama cause I am a Kdrama lover .But it was not for me. From the first till the last episode was reproduced violence in every way. Sexual, verbal ,physical, just plain, coarse ,cruel and bloody-minded violence. Absolutely not reccomended to everyone under the age of 18.Regarding the plot , there was some parts with no reason. For example the whole story about the policeman was just unnecessary as he was not involved with the main characters.In my opinion only the last episode tried to ""save"" the whole disturbing face of the drama showing a more human side , and giving the moral message that money don't bring happiness.",10
300,xanderlm," Amazing show!!
",I really don't get the hype. Done 5 episodes now and find it all rather boring.Maybe I was expecting too much when someone told me it similar to Battle Royale....?,4
301,ginlabgainz," Fun but the plot makes no Sense
","If you can deal with the graphic violence you'll enjoy a well acted, well directed mini masterpiece about the human psyche, desperation, relationships, greed, selfishness and sacrifice. Refreshing to watch after all the predictable dross out there. Just about long enough too. Recommended.",10
302,farhanazhari05," Best Korean Series, I Ever Watch!
","The show, for the most part, was good. A few dinky plot holes but I can live with that. The characters, however, are not good people nor are they redeemable. Normally, no likable characters completely kills a show for me. Alas, it's hooked me in enough I want to see where the story goes from here. So I guess they won.",8
303,Don_Falone1985," Outstanding
",Literally gave this a 9/10 all because of how intensely obsessed i am with 067 and 240. That's it and that's all.,8
304,teenydutton," New creative series!
","The series uses recurring theme of anime like jujutsu kaisen, btooom and movie like Tournament, Gun Akimbo; tries to put together set of events which are predictable and characters which you cannot relate to. And to make that happen there is very stupid premise of VIPs and debt for which people are ready to kill and die for.",1
305,aldo-64339," BTEC Black Mirror
",NAN,10
306,Valentijn78," A bloody masterpiece
","OK: I've only seen the first episode, but what a drivel it is! As if this would ever happen in real life. It also - forever - lowers my faith in both Japan as a refined culture and people in general who praise this a-b-s-o-l-u-t-e tripe.Why even make this kind of TV-series when it only focuses on how much blood people can bleed? Please avoid at all costs.",9
307,maytekinaliyeva," Good, but...
",NAN,2
308,charliemouse-06733," Pasolini did better on the subject ...
",NAN,8
309,hdsimmons," Absolutely atrocious
","Absolutely brilliant! Loved it from start to finish, excellent acting (apart from the American actors at the end! Dreadful) Great story, had me hooked.. binged watched the lot!Looks like they'll be a second series which I can't wait to see! Superb.",9
310,ajaynkumar," Amazing show must watch now
","I think if I spoke Korean and could watch this without it being dubbed, I would probably love it and give it at least 9 starts. But the dubbing is bad and the dialogue is amateurish. I'm guessing they have to make the English words fit the time frame of the actor's mouths moving and maybe because of that it is not a direct translation and that is why it is often so bad. But beyond that, the voice actors doing the dubbing are often pretty flat in their delivery. So while this is an intriguing watch, it is marred by the voice actors doing the dubbing (and the writers who I think could have done better with the dialogue).",4
311,adotson-98233," A truly engaging, and horrific look at reality
","Annoying characters, illogical events, boring dialogues, very precictable. What was this all about? That Koreans like violence and satanic killing? The idea is the series is quite good but the script is eventually pretty weak.",9
312,ricardo-consonni," Well-made, but slow paced
","Saw films, Gantz anime, Alice In Borderland tv series, High Rise Invasion manga, and more have done this formula. Some of which have done this formula better.The only thing that Squid Game adds new, is that it is South Korea's own take on it, with a kdrama spin.At max, this is a 6 star at best, and a 2 star at its' worst. I'm just not as entertained, compared to other kdramas and survival game narratives (as listed above).",7
313,sn-shinde2006," It is too addictive worth binge watch!
","This is a good show; the concept is good, the acting from the main cast is solid, it deserves to be watched by the masses.But; it's not a great show... it has some plot holes, as well as some terrible acting by the American characters (I won't include any spoilers, but I guarantee you'll know what I mean)All I've seen these past few weeks is the serious hype surrounding the show, and as someone who is a bit of a film buff, it needed an honest review. Go watch it, you'll enjoy it, but please don't claim it as the best show ever.",10
314,helghast-1337," A great binge watch. Have to agree with the VIPs
","Despite the moody grim nature of the show it manages to pull off great thrills, human drama and most importantly hope and an ending that satisfies giving hope to its viewers. It doesn't try to be ultra realistic or end on a depressing grim note which is why I loved this show!!!",4
315,shudson-53380," Too weird
",First few episodes were good.but than those vips kind of ruined it......hate to break it. .but how somebody can enjoy it when you are killing people like some tomato bags.,10
316,ahmxd," Unique Show.
","1. If you are a fan of Violence and Thrilling Elements then this movie is for you.2. Produced with Highest Budget
3. No compromise on quality
4. No Compromise of script execution
5. Mix of Emotions, Action, Horror, Thriller. Spy and what else
6. Keeps you engaged throughout.",10
317,cupid_shot_you," First 6 eps were great, last 3 were lame
",NAN,9
318,awfulketchup," Perfection!
",NAN,2
319,olovsimonsson," Mix of things already seen. But less.
","Terrible VIPs and second to last episode was trash, but in whole it's great, recommend to watch.",6
320,Humphreywashere," It is a story masterfully told- of redemption, of human frailty
","Thoroughly enjoyed this show, waaaay out there, but so out there it was truly captivating!",8
321,Exiled_Jedi," The future of cinematography is...
",NAN,10
322,sanjeevanwar," Dark and intense
","5th episode is in, so far I haven't seen a higher level of violence and gore that I was expecting to see. It's a survival game genre TV show, but it hasn't been living up to its premise yet. Also, the show has a lot of side stories, so if one was expecting to see a simple kill and run show, then they will probably find this show boring. Lastly, the show is full of korean cultural references which can also be a boring factor for many viewers. It's simply because people can't understand what's going on and have more questions rather than enjoying the thrills of the ride. Overall, the show is entertaining and enjoyable. It still drew me to the 5th episode straight. But again It would have been nicer if it had more actions unless the show was originally intended as a social commentary. One more thing, it was really nice to see an indian actor as one of the main characters in the show. I know It's not a lot, but still it adds a lot of positive effects in the show.",8
323,drfraud-1," Battle royale cliche with very few redeeming points
",Didn't like the Korean overacting or the premise or the pacing. Got 2/3rds of the way through Ep1 and gave up. Can't see what all the fuss is about and I normally give stuff like this a chance.,10
324,Fredolow," An updated take on an old idea
","This show isn't as amazing as everyone is making it out to be. It's definitely entertaining to watch, but it doesn't have any more substance to it than that. Maybe because I've watched this after the ""raging hype"", but I personally don't think this is a new concept at all.The acting is decent and it's filmed well, but my rating went down from 7 to 6, due to the explanation we're given as to why the games exist in the first place.Perhaps a lot of the viewers haven't seen Battle Royal and generation Z have only just discovered violent asian cinema.",9
325,afb_bellman," Good show but.....
","I did not expect it to be so good! This series shows the depths of human behavior, reminded me for a moment Black Mirror.Just watch and you won't regret it. I'm becoming a fan of Korean movies and series. They know how to do the job.Wonderful script, Intriguing,funny, touching and frightening All at once.",5
326,rameskr222," Genius
","This has budget, making for some entertaining scenes, but the plot is quite poor, many parts didn't make sense, too much of it down to luck and it's very predictable. The characters' back stories are uninteresting, there's not much character development. It's average at best for the genre.",9
327,FlavioMiguelPereira," The end is worthy than the rest
",When I first started Squid Game I didn't expect much. Just something to pass time at work. After the first two episodes I was hooked. The show is thrilling and makes your heart beat increase. I highly recommend watching if you are looking to have some entertainment for a couple hours.,7
328,azeezsmith-61542," Squid Game Review- A Ultimate Game Changer Korean Show
","I think this series is great and different experience for all the entertainment lovers.. Only lacks at emotional elements cause i think it would be great if they develop more moments..
Otherwise this is entertaining at many portions.. Stretched at some portions.. Thrilling at time.. Horror in elements and emotional in parts!!",10
329,rune-andresen," Must watch
","Intense. Massively intense!!!Games. Choices. Money. Decision.Oh what a twist! Salute to the Scriptwriter and Director, Hwang Dong-hyuk!Cheers to all the actors! It made me scream and cry!9.5/10#SquidGame.",4
330,forthatusage," Dissapointing ending
","I hate violence in movies but somehow could not stop watching this. The story is intriguing - a group of down-in-their-luck men and women were invited to play a series of kids' games that pitted their lives against each other for a prize of billions of wons. I couldn't help wondering whether millions of viewers all over the world also have the same question: if you are up to your neck in debt, would you join the game?I guess the reason I kept watching this despite my aversion to violence is because the violence is necessary to show viewers the horrendousness of greed. It shows how evil love of money is, that one would be willing to die for it. This begs another question: how is this game different from the game millions of people play everyday, sacrificing their relationships, health, principles, dignity and self-respect for jobs and other sources of income?",9
331,a_filmcritter," artistic storytelling, visual masterpiece
","Very good tv show as i expected from the Korean shows but i think the storytelling is not very well although the characters are well written
And i liked the Design and Music also some twist events.",8
332,ronaldmpofu," Good show but the ending sucked balls , Pardon my French.
",NAN,8
333,tanya-47873," Amazing show just amazing! But someone please update the correct actors on the IMDB page as it's all wrong and the right actors are not getting the credit!0
","Sorry. That's a crude summation of this brilliant series. It's a brutal, tense satire on the economic systems we are all trapped in. Would those who lose most at the game, who gamble and get into debt far beyond what they can repay as wage slaves, would they risk their lives to be free? Of course; they would play the Squid Game.Motivations and characters are carefully fleshed out. The concept of the games we play as children having life & death consequences in adult life is intelligently, deviously developed. It combines quality, international art house drama style with thrills & bloody horror. If you're ready for something challenging and intense play the Squid Game.",6
334,hydralien-40230," Pointlessly bloody
",NAN,9
335,innovativengineer," Compassion and adrenaline
",Life is boring when you are a billionaire. Gripping with anxiety but futile and aimless if you poor. One gets excitement the other gets money and aim. Where is all to lead? Have a look.,6
336,mitchlb452," Really Good Until The End
","Standard down on their luck beginning of characters, then the storyline quickly goes into overdrive with many social mores broken.I guessed the ending but the reason I don't give this 10/10 is the last episode is somewhat muddled. The angst and actions of the main character is weakly explained.",4
337,edwin-wks," A limp to the finish line
","#SquidGame, I believe each & every game, each & every episode was almost perfect! I believe I never felt any boring scene throughout the series despite 1 hour long 9 episodes. Every game is edge of the seat moment, the way director created emotions at the end of marbals game that was Outstanding. That old man & Ali was phenomenal. The lead 3 character were fantastic throughout the series! Only VIP's acting wasn't good as needed but it doesn't create any effect on the series! A Definitely must watch series!",8
338,amirnikooei," Predictable
",NAN,10
339,mungunbayarbatbayar," New standard/Great
","I remember watching Korean films back in the day and they had .. something. These days it seems they copy American style with a bit of a twist, but still disappointing.In episode 4, they make a huge plot mistake which makes no sense (food, without spoiling too much).This show is like news media... using something to shock you, to get you to watch, but no quality or depth to it.",1
340,heath-jeffrey," Mediocre despite intriguing premise.
",...But then I saw the American actors that play a role and I knew that all the acting was really bad.Starts off shocking and kinda intriguing and fades into being dumb and boring. Had a hard time paying attention by the end.,8
341,jmrecillas-83435," A series for iliterate audience
",Squid Game is a solid show but that's it. I don't know why there is such a hype about it. This show is just a few weeks old but already overrated...,4
342,hanaahbraan," Misogynistic, ageist, racist brain rot
","With a premise similar to the likes of Cube and Circle, the odd titled Squid Game helps us question humanity all over again as well as the importance society places on money.As dark and violent as Battle Royal and intriguing as 3% it grabs your attention early on and keeps you guessing to the end.Great binge worthy series with a likeable cast and main protagonist.Knocked off one point as I didn't love the ending but otherwise a really great TV series with some great ideas and worthy of top marks.Season 2? Personally I think it works better as a one off but then again...",6
343,Akash_Menon," All aboard the *Money Heist Train*
",NAN,9
344,tunesplitter," amazing and different
","The messages of this series were too negative. The topics have been done before, but this series shows worse versions of the topics.Nearly everything was predictable. Stupid decisions are made. Don't understand what all the hype was about. Won't be watching the second season. If any.",8
345,karimnn," Absolute garbage
","Good theme, but story developed in a bad way. POOR DIRECTION
Idle for 2hr movie release than that of an 9episode series.",8
346,JICNZ," Shows What We've Been Missing
","It's an okay series, but I really don't think it's hypeworthy. Most, if not all, elements of the series have been there before, but better. Only distinguishing feature is that it's korean.What really bothered me was: Overacting a lot of times. Or is that just a cultural thing?Cringeworthy dialogues from all people involved (especially the bad guys).Certain storylines just fizzle out into nothingness. What's the purpose of having them then?",3
347,stewartcarl," totally predictable
","Kids may not know it is basically a copy of the Japanese movie ""As the Gods Will"" - the first chapters are identical concepta add then bits of ""Escape Room"" ""The Cube"" and the ultraviolence of ""A clockwork Orange"" (btw the VIP lounge scene is obviously idea taken from the Clockwork Orange movie's ""Milk Bar"" scene).Also the English subtitles are awful.The ending was so disappointing. And the last episode was half as long! Underwhelming.",3
348,eronzierjoly," Too long and slow paced, but alright
","It could have been great - human selfishness exposed through worst excesses of capitalism, emotional struggles and ridiculously tough life and death choices, great sets, plenty of villains and drama.Instead, it is so unbelievably full of plot holes that it could only work as a parody, perhaps even really well. Unfortunately, Squid Game takes itself more seriously than a 19th century psychiatrist. It oozes heaviness and deep philosophy that its clownishly overacting cast (VIPs are the least of the show's problems) just cannot bear out.",10
349,harshdubey-03287," Unique & out of the league, but...
",NAN,7
350,DANTEfromDMC," GREAT SHOW BUT VERY POOR ACTING
","This serie could be on the top so many years.Variety of games, colors, act, scenes, suspense and even reality, who knows? Jaja.Great 1st episope at the half of it starts the action
2nd one was like... oh no are they gonna leave the games??Later on the games are spot on and the only downside is the end. Although we know for sure it will be 2nd season.Just waiting for that.",9
351,ismaeelbuttib," Netflix made a great decision making this.
",NAN,4
352,Mr_Avenger," Too much violence
","I was hooked into the series right from the start. It has a good plot and getting to know the main character. From there it is a blast. Some people may find it disturbing, but it is a part if the show. You will have to watch it. Only down side is the last episode.",7
353,dtlacey78," I don't get it.....
","Squid Game is essentially a terrible indictment of society whereby contestants are so downtrodden and made desperate by life in the real world that they're willing to enter a fabricated, deadly gameshow world to solve their real world problems with money. Although this show demonstrates that money certainly doesn't solve everything like you think it will. The show also highlights that as with real current events in the early 2020s, some elites are bored and perverted and take pleasure in having people abused and exploited for their entertainment. This series has got it all, great action, betrayal, loyalty, friendship, co-operation, revenge, family, greed, horror, plot twists, suspense and some very touching moments.Everyone involved with this production should be proud of themselves, the set designers and builders, the lighting technicians, the actors, the director, the writers, the people that chose the music and costume design.",1
354,PeteThePrimate," Excellent - well written & acted.
","If you have seen hostel ....then this series is just 100000000 times BETTER!!!!Unbelievable , thrill that gives you chill and makes you shrill !!!!The scenes are prolific that it stems SHOCK & AWE !MUST WATCH.",2
355,aliholly-62819," Lacking likable characters
","Take Battle Royale, Alice in Borderland, and Ultimate Survivor Kaiji - put them in a blender with all the best parts of each - BOOM you get Squid Game. Incredible plot, great acting (yea the English VIPs were awful, but not enough to the people who are complaining about them in reviews), and the intensity...wonderful series.",8
356,siennacolucci," they were lesbians and they were in LOVE
","Everyone gave their best except for the VIPS.Great series to watch
Hats off to the director!",10
357,abhijeetjeetubest," Predictable!
",NAN,6
358,lanycera," The last 3 episodes didn't conclude it well.
","Actually, i didn't watch any korean movies or series before. But i believe that no one denies that this show is one of the greatest shows ""this year at least"".",5
359,dracopticon," Squander Game
","I didn't watch any Korean series or movie before this, but this series was great, scarily great. I heard from someone that if you liked this show then you must watch a movie called (old boy)",2
360,missmomosa," Stupid Games for Stupid People
",NAN,8
361,muchobliged," It's good
","Boring and uninspired, backed up by great marketing. After two episodes i was done, soo boring and simple story.The best thing about it must be the costumes, good design.",9
362,cjmoviebuff," Loved this!!
",Good show. Interesting characters. Well produced. Stellar acting.,6
363,suego-49293," The story is intriguing, the dubbing is very poor
","I fail to see what got people so hyped about this. It is slow, veeeeryyy predictable, characters not relatable at all, long winded bathetic (yes that is a word) scenes, borderline annoying characters, no skill or smarts needed only luck, very poorly written ""twists"" that fail to be twists and so on... This is a huuuggeee disappointment.",10
364,Maafushi," Poor
","Everything is predictable and nothing surprising happened about who survived the game and what happened at the end...the games had nothing like intelligent mind game, they are just a bunch of gambles plus trial of muscle strength which is completely a disadvantage for women. The masterminds, the fellows, rich vips, people who showed up in business scene etc are all male, also there were full of misogyny and insulting lines to women which supposedly old stereo type stupid males came up with. As a person who lives in an asian country near korea, there's no wonder. Those elements were just disgusting and there was nothing fun to watch this show. I just kept watching it expecting something mindblowing would happen at the end by high scored reviews but NO nothing at all. I just waisted my time.",9
365,AJx91," The Idea Is Not New
","I thought I cried during the hunger games, yeah no. This was more than I could've ever imagined. Very eye opening to what our world can and could be like. Very happy they released this when they did, this show is phenomenal.",3
366,georgewhittingham1," Good show - super over hyped though
","This is, quite likely, one of the dumbest shows I have ever had the misfortune to watch. I am now trying to decide if the other worst show ever, Snowpiercer, might actually have some redeemable qualties that jumps it ahead of this....naw,....",8
367,nalindra-ferdinando," Great show!!!!
",NAN,10
368,aini7867," Highly overrated show
","The American voice actors don't really have the passion that the real actors have, so if you can live without the English dubbing then watch it with subtitles. Trust me, you'll understand why if you rewatch parts with the English overdubs. Also, there's a fair few writing issues and plot holes that may be just due to the way it was translated so it's not a flawless series but it's still a great series despite these letdowns.",3
369,itumaesh," All about Violence
","A series or movie that makes time pass quickly because you're so into it is greatly appreciated by me. So many titles to choose from but only a few leave you with a feeling of satisfaction after viewing. Several Korean series hit that mark, Vagabond, Kingdom, Tunnel, to name a few. The only problem I have is with scenes that go on way to long, Nine episodes could've been cut to six with some efficient editing but other than that I loved it.",7
370,PriestMarmore," Definitely a must watch if you haven't
","Interesting Korean take on Hunger Games and Battle Royale. Good start with intrigue and character building until it became boring, pretentious and predictable cliché.",2
371,tavives," Not really getting what some others are seeing in this.
",Nice and innovative concept of this korean web series. From start to end it is nice to watch. Also very emotional at the end. Very few series has such a new concept.,6
372,TinyThoughts," Totally bingeworthy.
","Kinda sad Korean dramas had to ""westernize"" themselves this much to go trending. The show isn't bad but it isn't jaw dropping. It has none of the charms kdrama lovers enjoy that are exclusive to the Korean culture. This is another western show with Korean people in it.",10
373,tracy-97320," EPIC tv show
",It's definitely not usual korean drama. It doesn't have any romance or any thing. So any one even who don't like korean drama can enjoy it.If you like escape room or Alice in boarderland it is definitely your kind of series. Story is simple a group of people play children's games and who loses will die. Even it is children's games it will keep you at the edge. That's also the speciality of the series.This series will never going to disappoint you It's worth every bit of your time.,6
374,pjkblue-35926," BLAHHHH...
","Brilliance at its finest. Correlating with modern times and capitalism, the symbolism and valuable lessons in this show make this emotional thriller a must see. Writer-director Hwang Dong-hyuk along with his talented cast, create intense dialogue, beautiful visuals and scenes that are absolutely unforgettable. Watching this was refreshing and exciting.",9
375,Snownoise," A satire of korean society and nostalgia
","Absolute masterpiece and a must watch. It has excellent premise, gripping & binge-worthy development, perfectly handle twist & turns, fantastic character arcs and overall exceptional writing and acting!It's near the realm of perfection with little to complain but if I have to nitpick, my only minor gripes are:
1. Motivation revealed in last episode could have been more...philosophical (maybe it's lost in translation)
2. VIPs acting are really bad, like...they supposed to be world's richest a-holes, not jerk high schooler reading off a drama script...",9
376,bluenoseneil," Boring...
","Those of you complaining about the VIPs are completely missing the point. This show is so damn clever. The VIPs are meant to be over the top, gaudy, and obnoxious. They're representing the type of rich, entitled aholes that enjoy this kind of entertainment. These are the same guys that would set up a game of hunting for humans. Fantastic show.",9
377,indiana1981," Slightly overrated
",Overhyped show for CW teens. Don't trust other reviews.,7
378,gabby-1234," You have to watch it
",I gave it 4 episodes in the hope it would be something different from what I have seen before.,8
379,mick118," Entertaining but slow and poor plot
","I wanted to like this. I love Asian film and TV from most of their countries, and this entry started interesting enough but even some of the initial elements forbode what my instincts told me would be a lame ending, thus maintaining the ""we don't care what we put out"" tradition of crappy Netflix fare. 9 hours to a horrible disappointing payoff. It started to go off the rails and become a self righteous preachy mess around episode 4. I won't give away the ending but I warned you, though I'm sure the lemmings who follow anything will applaud it.",8
380,tpcatoz-90650," A pleasant, thrilling surprise
","I like it, but I don't love it. I would've loved to love it though, since it had great potential. I like the plot and characters. The set dressing is pretty cool. Even the soundtrack is pretty nice. The fact that it's a Korean production just made it feel like something a bit more curious to me. But it had three predictable elements in its plot that made me like it and not love it. Without spoiling it, it involves the detective's missing brother, a certain player and the outcome of the game. Another point of criticism is that I found some games to be lacking a little punch. I would still recommend to watch this series if you're a fan of the genre since it is both entertaining and memorable.",10
381,atharvagosavi-45998," Lack of one thing only!
",NAN,6
382,xeniamd-35210," Intense!
","This show is a great Korean drama adventure that will make the audience at their edge all the time, well written and great acting.Hands up for Netflix & Korea for deliver this show and looking forward for more cooperation to come in the near future.Unpopular opinion: This V. I. P characters acting is dumb and the way they talk is annoying but I think a human enjoy watching other people suffering has to be dumb and have a brain damage somehow!!",7
383,magnoliacream," Death and life games for money
",NAN,9
384,said_kurollo," Not Perfect.. But Amazing!
","This show is incredible and sad at the same time because it shows us human nature in a world dominated by the value of money, how far we can go by having money on one side and how sick those who have money are, in short we are doomed for money.",9
385,burgerman93," Quality show and extremely suspenseful
","Squid Game could have been an amazing show, but at an average of 55 episodes, it's filled with so much bloat.It needed to be 6-8 half hour episodes.It is fantastic, stylishly shot and has so much going for it, but boy does it need an edit. Episode 2 was entirely pointless and ridiculous in the extreme.So much I could say, but I'd love to see a vastly cut down version, or a 2 hour movie - the running length is really the only thing spoiling what could have been truly legendary.",9
386,skanklover_69," Saw meets Oldboy in a nutshell
",NAN,8
387,Money4Nothing," Overhyped
","It is disturbing in a way that why the hell is happening this ?But I have to say that the plot is unique ( Not in a good way or bad way but very dark grey i guess ).Okay, At last my opinion is one should watch this.",1
388,krisztinaobrien," Interesting insight
",NAN,5
389,brucecsnow," Shocks and pulls you in
","Imagine, that you're jumping on glass plates 200 meters above the ground, and your game mates pushing you to do it more quickly... And you volunteered to participate in this brutal game. Good story. Pity that not every episode was interesting enough.",8
390,rahulwadhwani-52617," One of the most well made show in the history!
","We all know this Show broke records and became really famous, and for good reason. It has a really good concept and Good actors. The Korean actors atleast, the VIPs literally made me want to punch something, so cheesy it was painful to watch. But other than that the rest of the show was awesome and fun to watch.Also I hate episode 6.",9
391,CinemaFX," This is about the Final Episode reveal, so don't open it just yet.
","The plot is super interesting! It offers you almost identical storyline to the one of Alice in borderland, but it's even better. The characters are all round, none of them are flat. The gore is great and it does leave you on the brink of being creeped out by the events it creates. Love every bit of it. Moreover, the plot twist at the end is really well done, if you keep your eyes peeled at every little detail, you can figure it out yourself, but it's not really all that simple.Really recommend it to everyone. Very interesting and can't wait for season 2.",1
392,zachary-68690," This is one of my favourite Korean shows now.
","What i really liked about this is its completely different to all the other formulaic shows, i watch a lot of tv and even if i am watching something i am really enjoying i often feel i have seen it before. This is completely unique. Totally absorbing on the edge of your seat television.",2
393,ASBKnight," Meh ...
","It's one of the best series I have seen in my life
The VIPs give some boring scenes to the show
But it still the show is 100% worth watching
If you have a good heart
I watched it in 1 day.",5
394,Cyniphile," I was wondering if the acting was bad, or if it was lost in Korean...
","Just binge the whole 9 episodes
And I will probably say it is one of the best series you will look after
The VIPs give some boring scenes to the show
But the show is still 100%worth
If you have already watched Parasite and loved it this series is for you
I will not recommend you this series in only one condition if you don't have a powerful heart.",8
395,jack-39973," Why the hype??
","This series is extremely good, the character I love the most in it have to be player 1. My rating 8/10.",9
396,mattcurtis-50459," 46 Billion Squid
","Not only did this hit show break international records like the most watched show of all time, it's actually very entertaining and smart! It is very violent, let's get that right, it's not really made for everyone. But the story is really good and there's a surprisingly good amount of philosophy in this show! How important is money? How important are friends? This show seriously makes you think! Truly amazing! The ending was weak but it doesn't matter. The first 6 episodes are mind-blowing!! 🌟🌟🌟",6
397,ebtsamryad," SAW rip off
",NAN,4
398,mahraj," No geniuses here.. Underwhelming and predictable
",NAN,4
399,nikhilnssn," 2hr movie converted to 9hr series
","Series lost its thrill after 5th Episode
Just an average show.",2
400,blankyblank," It started great but got predictable and was wrapped up too quickly
","This is a show written for and by mainstream human brains that are obsessed with social connections, and enjoy spending every waking minute contemplating about the meaning and weight behind social interactions.It is not good material for those of us who repurpose our neurons for more interesting things.It is possible to skip 70% of the material without losing sight of the simple story construct, and you still get to claim to have watched it.",9
401,bangotti," Another gem from South Korea
",NAN,8
402,vegeta-julian," I don't get the hype
","People have been rightly comparing this gem to the Hunger Games, and to some extent they're right; however, to oversimplify the show as another ""Dystopian Future Game Show"" drama risks looking over the masterful character work, the wildly impressive production design and cinematography, and of course the top-tier acting from everyone involved (yes, that includes the VIPs).Everyone involved in making this, please take a bow. I look forward to where this story goes.",8
403,loozzotys," overrated & the ending S01E08 was stupid
",I still prefer the simple theme of good competing against evil ...like Alan Ladd in the the movie Shane...but this series has people competing against each other where there is no good or evil...just heavily computerized special effects that is geared to immature viewers who were over-stimulated with video games growing up and the nation that made this film...South Korea ...is a nation filled with video game rot.,10
404,NixSar," A hole in search of a plot
",NAN,9
